PLACE_NAME,FEATURE,LONGITUDE,LATITUDE,geometry,suburb,postcode
GENAZZANO FCJ COLLEGE - ALL HALLOWS CAMPUS,SECONDARY SCHOOL,145.0869,-37.811,POINT (2507656.115748795 2409917.1107006585),BALWYN,3103.0
CORRYONG COLLEGE,SECONDARY SCHOOL,147.9107,-36.192,POINT (2761749.5444134646 2585548.189703606),CORRYONG,3707.0
BALLARAT CHRISTIAN COLLEGE,SECONDARY SCHOOL,143.8438,-37.592,POINT (2397902.7730747713 2433585.781075062),SEBASTOPOL,3356.0
OAKLEIGH GREEK ORTHODOX COLLEGE OSHC -EXTEND,SECONDARY SCHOOL,145.0828,-37.896,POINT (2507289.570610674 2400528.8610078385),HUGHESDALE,3148.0
RICHMOND GIRLS SECONDARY COLLEGE,SECONDARY SCHOOL,145.0143,-37.822,POINT (2501261.6040450535 2408724.0668417597),RICHMOND,3121.0
Sunshine West Secondary College,SECONDARY SCHOOL,144.8138,-37.793,POINT (2483608.601757676 2411978.925557456),SUNSHINE WEST,3020.0
SAINT KILDA ALTERNATIVE HIGH SCHOOL,SECONDARY SCHOOL,144.9812,-37.858,POINT (2498350.9185144966 2404765.040332961),ST KILDA,3182.0
SPRINGVALE SECONDARY COLLEGE,SECONDARY SCHOOL,145.1559,-37.949,POINT (2513709.3730329303 2394672.6075599557),SPRINGVALE,3171.0
ORBOST HIGH SCHOOL,SECONDARY SCHOOL,148.4663,-37.704,POINT (2805586.283078986 2416300.7836442757),ORBOST,
MARIAN COLLEGE,SECONDARY SCHOOL,144.8061,-37.787,POINT (2482923.9515371462 2412566.8969111806),SUNSHINE WEST,3020.0
ELTHAM COLLEGE - CITY CAMPUS,SECONDARY SCHOOL,144.9558,-37.817,POINT (2496114.5500696665 2409305.945903942),MELBOURNE,3000.0
SANDRINGHAM COLLEGE - BEAUMARIS YEAR 7-10 CAMPUS,SECONDARY SCHOOL,145.0329,-37.977,POINT (2502894.0566288186 2391501.1242402736),BEAUMARIS,3193.0
HUME CENTRAL SECONDARY COLLEGE - BLAIR STREET CAMPUS,SECONDARY SCHOOL,144.9287,-37.679,POINT (2493712.6591119594 2424604.7897439823),BROADMEADOWS,3047.0
CAULFIELD GRAMMAR SCHOOL - MAIN CAMPUS,SECONDARY SCHOOL,145.0048,-37.877,POINT (2500430.199068809 2402634.187627732),ST KILDA EAST,3185.0
KURNAI COLLEGE - CHURCHILL CAMPUS,SECONDARY SCHOOL,146.4267,-38.308,POINT (2624793.081627929 2353811.790727835),CHURCHILL,3842.0
BELLARINE SECONDARY COLLEGE - DRYSDALE CAMPUS,SECONDARY SCHOOL,144.5575,-38.19,POINT (2461235.2737715994 2367770.524232096),DRYSDALE,3222.0
WOODMANS HILL SECONDARY COLLEGE,SECONDARY SCHOOL,143.8922,-37.559,POINT (2402139.0822488195 2437386.338596804),BALLARAT EAST,3350.0
WANGARATTA HIGH SCHOOL - EDWARDS STREET CAMPUS,SECONDARY SCHOOL,146.3077,-36.344,POINT (2617380.3914133124 2571882.897229815),WANGARATTA,3677.0
COLAC SECONDARY COLLEGE,SECONDARY SCHOOL,143.5901,-38.351,POINT (2376747.381044561 2349092.733976923),COLAC,3250.0
Castlemaine High School,SECONDARY SCHOOL,144.2275,-37.05,POINT (2431295.173334583 2494113.2620591316),CASTLEMAINE,3450.0
COPPERFIELD COLLEGE - KINGS PARK JUNIOR CAMPUS,SECONDARY SCHOOL,144.7707,-37.731,POINT (2479792.66582118 2418799.5184405074),KINGS PARK,3021.0
CHRISTIAN BROTHERS COLLEGE,SECONDARY SCHOOL,144.997,-37.859,POINT (2499736.8909687037 2404635.3406066597),ST KILDA EAST,3183.0
WESTERN HEIGHTS SECONDARY COLLEGE - VINES ROAD CAMPUS,SECONDARY SCHOOL,144.3289,-38.122,POINT (2441158.410014151 2375177.163061916),HAMLYN HEIGHTS,3215.0
COBURG HIGH SCHOOL,SECONDARY SCHOOL,144.975,-37.739,POINT (2497796.59279255 2417944.568568485),COBURG,3058.0
YUILLE PARK P-8 COMMUNITY COLLEGE,SECONDARY SCHOOL,143.8205,-37.527,POINT (2395759.8609521496 2440819.018373955),WENDOUREE,3355.0
NOBLE PARK SECONDARY COLLEGE,SECONDARY SCHOOL,145.1823,-37.97,POINT (2516024.328697 2392315.4095565993),NOBLE PARK,3174.0
CHRISTADELPHIAN HERITAGE COLLEGE MELBOURNE,SECONDARY SCHOOL,145.3222,-37.859,POINT (2528356.7520130696 2404574.0324349133),THE BASIN,3154.0
HAILEYBURY COLLEGE - BRIGHTON CAMPUS,SECONDARY SCHOOL,145.0069,-37.93,POINT (2500613.6358153443 2396743.853456188),BRIGHTON EAST,3187.0
HAILEYBURY GIRLS COLLEGE - BERWICK CAMPUS,SECONDARY SCHOOL,145.3639,-38.043,POINT (2531944.540412893 2384125.8637604443),BERWICK,3807.0
LYNDALE HIGH SCHOOL,SECONDARY SCHOOL,145.2067,-37.958,POINT (2518165.767678238 2393580.8145266073),DANDENONG NORTH,3175.0
DE LA SALLE COLLEGE,SECONDARY SCHOOL,145.0321,-37.857,POINT (2502832.668174548 2404822.4382458003),MALVERN,3144.0
BROOKSIDE P-9 COLLEGE,SECONDARY SCHOOL,144.7365,-37.746,POINT (2476781.783379363 2417142.501228366),CAROLINE SPRINGS,3023.0
CORNISH COLLEGE,SECONDARY SCHOOL,145.1487,-38.049,POINT (2513058.2973985793 2383555.1220209897),BANGHOLME,3175.0
CRANBOURNE HIGH SCHOOL,SECONDARY SCHOOL,145.271,-38.075,POINT (2523781.3739894205 2380622.167231201),CRANBOURNE NORTH,3977.0
CORIO NORTH HIGH SCHOOL,SECONDARY SCHOOL,144.3633,-38.064,POINT (2444128.617486451 2381716.8390899915),CORIO,3214.0
BENDIGO SOUTH EAST 7-10 SECONDARY COLLEGE,SECONDARY SCHOOL,144.2975,-36.775,POINT (2437303.803861755 2524646.8227823954),FLORA HILL,3550.0
KNOX SECONDARY COLLEGE,SECONDARY SCHOOL,145.2584,-37.856,POINT (2522746.146753968 2404919.6751022954),BAYSWATER,3155.0
KURNAI COLLEGE CHURCHILL CAMPUS,SECONDARY SCHOOL,146.4257,-38.309,POINT (2624703.9132743115 2353757.6132401563),CHURCHILL,3842.0
CLEELAND SECONDARY COLLEGE,SECONDARY SCHOOL,145.2143,-37.977,POINT (2518829.0160668204 2391517.059354932),DANDENONG,3177.0
FERNTREE GULLY SECONDARY COLLEGE,SECONDARY SCHOOL,145.2851,-37.88,POINT (2525084.3590045767 2402291.4086089414),FERNTREE GULLY,3156.0
MELTON SECONDARY COLLEGE,SECONDARY SCHOOL,144.5682,-37.681,POINT (2461915.62393032 2424259.9720758144),MELTON WEST,3337.0
TEMPLESTOWE HIGH SCHOOL,SECONDARY SCHOOL,145.1062,-37.771,POINT (2509361.416616622 2414409.2139259633),TEMPLESTOWE LOWER,3107.0
MELBOURNE COLLEGE OF TEXTILES,SECONDARY SCHOOL,144.9368,-37.734,POINT (2494430.3319013263 2418451.3152770083),PASCOE VALE,3044.0
TRAFALGAR SECONDARY COLLEGE,SECONDARY SCHOOL,146.1583,-38.214,POINT (2601444.044037426 2364589.268200335),TRAFALGAR,3824.0
CAULFIELD PARK COMMUNITY SCHOOL,SECONDARY SCHOOL,145.0341,-37.873,POINT (2503006.2525794934 2403011.025901758),CAULFIELD NORTH,3144.0
BENDIGO SENIOR SECONDARY COLLEGE - NETSCHOOL CAMPUS,SECONDARY SCHOOL,144.2805,-36.759,POINT (2435766.3359283395 2526468.407849407),BENDIGO,3550.0
ANTONINE COLLEGE - ST JOSEPH CAMPUS,SECONDARY SCHOOL,144.9427,-37.741,POINT (2494953.434521463 2417749.118225837),PASCOE VALE SOUTH,3044.0
ST PETERS COLLEGE - ST PETERS COLLEGE WEST CAMPUS,SECONDARY SCHOOL,145.2568,-38.108,POINT (2522529.029724639 2376961.466614777),CRANBOURNE WEST,3977.0
MCCLELLAND SECONDARY COLLEGE - CAMP MAHAIKAH,SECONDARY SCHOOL,146.2793,-36.924,POINT (2613964.6562257907 2507622.844272578),TOLMIE,3733.0
ALEXANDRA HIGH SCHOOL,SECONDARY SCHOOL,145.7014,-37.194,POINT (2562270.852287612 2478189.415477684),ALEXANDRA,3714.0
ALTONA SECONDARY COLLEGE,SECONDARY SCHOOL,144.8173,-37.861,POINT (2483929.737812091 2404349.116372739),ALTONA,3018.0
HURSTBRIDGE HIGH SCHOOL,SECONDARY SCHOOL,145.1876,-37.64,POINT (2516559.4138406203 2428856.916031759),HURSTBRIDGE,3099.0
BENDIGO COLLEGE OF ADVANCED EDUCATION,SECONDARY SCHOOL,144.3007,-36.779,POINT (2437584.473968419 2524229.4584664963),FLORA HILL,3550.0
BENDIGO EAST PRIMARY SCHOOL,SECONDARY SCHOOL,144.2979,-36.738,POINT (2437308.4560722983 2528736.8535249624),WHITE HILLS,3551.0
BROADFORD SECONDARY COLLEGE,SECONDARY SCHOOL,145.04,-37.204,POINT (2503553.0586903607 2477321.75326713),BROADFORD,3658.0
NEWBOROUGH SECONDARY COLLEGE,SECONDARY SCHOOL,146.2832,-38.178,POINT (2612435.782241268 2368426.039121297),MOE SOUTH,3825.0
CHRISTIAN COLLEGE HIGHTON - MAIN CAMPUS,SECONDARY SCHOOL,144.313,-38.185,POINT (2439815.004246129 2368246.241402711),HIGHTON,3216.0
CAREY BAPTIST GRAMMAR SCHOOL - KEW CAMPUS,SECONDARY SCHOOL,145.0478,-37.814,POINT (2504210.476162283 2409582.148557634),HAWTHORN EAST,3122.0
MELBOURNE GIRLS GRAMMAR - MERTON HALL CAMPUS,SECONDARY SCHOOL,144.9848,-37.831,POINT (2498662.8413670156 2407706.2964594616),SOUTH YARRA,3141.0
GEELONG GRAMMAR SCHOOL - MAIN CAMPUS,SECONDARY SCHOOL,144.399,-38.068,POINT (2447268.269179227 2381221.0853412617),CORIO,3214.0
BALLARAT CLARENDON COLLEGE - MAIN CAMPUS,SECONDARY SCHOOL,143.8336,-37.559,POINT (2396961.2879479453 2437266.782269219),LAKE WENDOUREE,3350.0
FLINDERS CHRISTIAN COMMUNITY COLLEGE - CARRUM DOWNS CAMPUS,SECONDARY SCHOOL,145.1809,-38.116,POINT (2515864.2271695766 2376035.48579726),CARRUM DOWNS,3201.0
BUCKLEY PARK SECONDARY COLLEGE,SECONDARY SCHOOL,144.8977,-37.747,POINT (2490989.867404949 2417086.5523418095),ESSENDON,3040.0
KINGS PARK SECONDARY COLLEGE KAMBALDA JUNIOR CAMPUS,SECONDARY SCHOOL,144.7698,-37.732,POINT (2479715.2482694318 2418737.180684263),KINGS PARK,3021.0
BRUNSWICK HIGH SCHOOL,SECONDARY SCHOOL,144.9565,-37.766,POINT (2496170.1020499207 2414907.447675504),BRUNSWICK,3056.0
BORONIA HIGH SCHOOL,SECONDARY SCHOOL,145.2801,-37.857,POINT (2524651.8478485383 2404789.975522629),BORONIA,3155.0
TOTTENHAM TECHNICAL SCHOOL,SECONDARY SCHOOL,144.8551,-37.79,POINT (2487241.1941918945 2412278.244061034),BRAYBROOK,3019.0
AUBURN HIGH SCHOOL,SECONDARY SCHOOL,145.045,-37.839,POINT (2503967.0219601146 2406795.3608669303),HAWTHORN EAST,3123.0
BALLAM PARK TECHNICAL SCHOOL,SECONDARY SCHOOL,145.1615,-38.145,POINT (2514160.2339614 2372902.6915461067),FRANKSTON,3199.0
PRAHRAN COLLEGE OF TECHNOLOGY,SECONDARY SCHOOL,144.9926,-37.852,POINT (2499352.281451975 2405443.321283208),WINDSOR,3181.0
FIRBANK GRAMMAR SCHOOL,SECONDARY SCHOOL,145.0162,-37.958,POINT (2501427.18380841 2393633.713537381),SANDRINGHAM,3191.0
FIRBANK GRAMMAR SCHOOL,SECONDARY SCHOOL,144.9973,-37.907,POINT (2499762.5620061364 2399260.0686429916),BRIGHTON,3186.0
SHEPPARTON CHRISTIAN COLLEGE LTD,SECONDARY SCHOOL,145.4159,-36.353,POINT (2537334.614130943 2571613.3843810055),SHEPPARTON,3630.0
VICTORY LUTHERAN COLLEGE,SECONDARY SCHOOL,146.8476,-36.115,POINT (2666328.0159756774 2596472.9867233466),WEST WODONGA,3690.0
TOORAK COLLEGE,SECONDARY SCHOOL,145.0934,-38.172,POINT (2508190.9240991063 2369900.220168746),MOUNT ELIZA,3930.0
MARYBOROUGH EDUCATION CENTRE - BALACLAVA ROAD CAMPUS,SECONDARY SCHOOL,143.7228,-37.042,POINT (2386403.9123204416 2494561.014964966),MARYBOROUGH,3465.0
BOORT SECONDARY COLLEGE,SECONDARY SCHOOL,143.7243,-36.115,POINT (2385153.7045974834 2597412.9975031894),BOORT,3537.0
BRAUER SECONDARY COLLEGE,SECONDARY SCHOOL,142.4589,-38.358,POINT (2277899.914210917 2346240.668920858),WARRNAMBOOL,3280.0
STRATHMORE SECONDARY COLLEGE,SECONDARY SCHOOL,144.9266,-37.736,POINT (2493534.11226086 2418217.606577849),STRATHMORE,3044.0
COBURG NORTH SECONDARY COLLEGE,SECONDARY SCHOOL,144.952,-37.733,POINT (2495777.074248311 2418575.292782847),COBURG,3058.0
POINT COOK SENIOR SECONDARY COLLEGE,SECONDARY SCHOOL,144.7328,-37.886,POINT (2476497.665067095 2401564.567037995),POINT COOK,3030.0
NOSSAL HIGH SCHOOL,SECONDARY SCHOOL,145.3365,-38.038,POINT (2529545.720637278 2384698.5659555485),BERWICK,3806.0
BARBARA TOLSON CENTRE  MELBOURNE GIRLS GRAMMAR,SECONDARY SCHOOL,144.9858,-37.83,POINT (2498755.257736259 2407799.540663694),SOUTH YARRA,3141.0
HIGHVALE SECONDARY COLLEGE,SECONDARY SCHOOL,145.1768,-37.865,POINT (2515558.2718113856 2403948.3000217937),GLEN WAVERLEY,3133.0
YALLOURN SECONDARY COLLEGE,SECONDARY SCHOOL,146.3059,-38.171,POINT (2614442.2540193717 2369170.3162033996),YALLOURN,3825.0
MILDURA SENIOR COLLEGE,SECONDARY SCHOOL,142.1453,-34.198,POINT (2236660.080430026 2807013.513209572),MILDURA,3500.0
Wanganui Park Secondary College,SECONDARY SCHOOL,145.3919,-36.357,POINT (2535171.970110576 2571269.7179296613),SHEPPARTON,3630.0
MONASH SECONDARY COLLEGE,SECONDARY SCHOOL,145.1459,-37.909,POINT (2512837.117471057 2399020.4761486547),NOTTING HILL,3168.0
MONBULK COLLEGE,SECONDARY SCHOOL,145.4278,-37.883,POINT (2537633.749430666 2401907.0040955255),MONBULK,3791.0
SCORESBY HIGH SCHOOL,SECONDARY SCHOOL,145.2362,-37.888,POINT (2520776.671212837 2401358.6702093175),SCORESBY,3179.0
THORNBURY DAREBIN SECONDARY COLLEGE,SECONDARY SCHOOL,145.0252,-37.756,POINT (2502221.4094446343 2416050.062389752),THORNBURY,3078.0
TIMBER TOP,SECONDARY SCHOOL,146.3043,-37.126,POINT (2615885.662195925 2485198.2750493586),MERRIJIG,3723.0
KURNAI COLLEGE MARYVALE CAMPUS,SECONDARY SCHOOL,146.4276,-38.224,POINT (2625015.554522831 2363221.0902274437),MORWELL,3840.0
WESTERN HEIGHTS SECONDARY COLLEGE,SECONDARY SCHOOL,144.328,-38.123,POINT (2441079.42155976 2375062.269732423),HAMLYN HEIGHTS,3215.0
WERRIBEE SECONDARY COLLEGE,SECONDARY SCHOOL,144.6687,-37.905,POINT (2470868.1937441425 2399458.009150926),WERRIBEE,3030.0
WESTALL HIGH SCHOOL,SECONDARY SCHOOL,145.1365,-37.94,POINT (2512005.6560598044 2395640.87089226),CLAYTON SOUTH,3171.0
SAINT ARNAUD SECONDARY COLLEGE,SECONDARY SCHOOL,143.2509,-36.609,POINT (2343549.699777104 2541886.3300396334),ST ARNAUD,3478.0
MELBOURNE COLLEGE OF DECORATION,SECONDARY SCHOOL,144.954,-37.812,POINT (2495952.298365387 2409819.740412006),WEST MELBOURNE,3003.0
PASCOE VALE GIRLS HIGH SCHOOL,SECONDARY SCHOOL,144.9355,-37.717,POINT (2494313.567152379 2420370.139034644),PASCOE VALE,3044.0
PEMBROKE SECONDARY COLLEGE,SECONDARY SCHOOL,145.3245,-37.799,POINT (2528585.224069812 2411190.3983660135),KILSYTH,3137.0
NAYOOK SECONDARY SCHOOL,SECONDARY SCHOOL,145.9498,-37.922,POINT (2583514.334014976 2397257.353295015),NAYOOK,
TARNEIT P-9 COLLEGE,SECONDARY SCHOOL,144.68,-37.834,POINT (2471831.891478582 2407353.8443062725),TARNEIT,3029.0
PARKVILLE COLLEGE - MALMSBURY CAMPUS,SECONDARY SCHOOL,144.3955,-37.187,POINT (2446338.1980076167 2479056.3082177453),MALMSBURY,
RINGWOOD SECONDARY COLLEGE - BINDAREE CAMP,SECONDARY SCHOOL,145.7315,-38.336,POINT (2563964.5424312046 2351440.462127895),POOWONG,3945.0
ALIA COLLEGE,SECONDARY SCHOOL,145.0451,-37.843,POINT (2503975.6482166797 2406423.545091413),HAWTHORN EAST,3123.0
AVILA COLLEGE,SECONDARY SCHOOL,145.1332,-37.874,POINT (2511723.142351313 2402926.778125764),MOUNT WAVERLEY,3149.0
RESERVOIR DISTRICT SECONDARY COLLEGE PRESTON EAST CAMPUS,SECONDARY SCHOOL,145.0352,-37.734,POINT (2503109.651109699 2418499.200717734),PRESTON,3081.0
PARKVILLE COLLEGE - PARKVILLE CAMPUS,SECONDARY SCHOOL,144.9441,-37.777,POINT (2495081.8087566323 2413750.4130944945),PARKVILLE,3052.0
ALAMANDA K-9 COLLEGE,SECONDARY SCHOOL,144.7405,-37.908,POINT (2477184.9566445416 2399200.1254148716),POINT COOK,3030.0
BENALLA COLLEGE - BENALLA COLLEGE CAMP,SECONDARY SCHOOL,145.8247,-36.444,POINT (2573937.7386191166 2561299.8814578056),STEWARTON,
NATHALIA SECONDARY COLLEGE,SECONDARY SCHOOL,145.2084,-36.059,POINT (2518779.1503148805 2604290.120497385),NATHALIA,3638.0
ACADEMY OF MARY IMMACULATE,SECONDARY SCHOOL,144.9744,-37.803,POINT (2497746.509739619 2410810.418833698),FITZROY,3065.0
ALBURY WODONGA COMMUNITY COLLEGE,SECONDARY SCHOOL,146.8894,-36.118,POINT (2670085.140553499 2596175.0600429345),WODONGA,3690.0
AQUINAS COLLEGE,SECONDARY SCHOOL,145.2349,-37.823,POINT (2520683.802415578 2408637.596328646),RINGWOOD,3135.0
AVE MARIA COLLEGE,SECONDARY SCHOOL,144.8979,-37.756,POINT (2491008.6241853563 2416032.2196287327),ABERFELDIE,3032.0
Turning Point Campus,SECONDARY SCHOOL,143.3829,-38.681,POINT (2359264.120263489 2312120.7881515035),LAVERS HILL,3288.0
SWINBURNE COLLEGE OF TECHNOLOGY,SECONDARY SCHOOL,145.0379,-37.822,POINT (2503338.4604053693 2408741.2559726015),HAWTHORN,3122.0
SWINBURNE SENIOR SECONDARY COLLEGE,SECONDARY SCHOOL,145.0408,-37.823,POINT (2503593.737077479 2408653.4702275954),HAWTHORN,3122.0
STAWELL COLLEGE WONGA CAMPUS,SECONDARY SCHOOL,142.7898,-37.062,POINT (2303481.4593285606 2490769.235480111),STAWELL,3380.0
MIRBOO NORTH HIGH SCHOOL,SECONDARY SCHOOL,146.1488,-38.4,POINT (2600365.1752750627 2343995.4534368534),MIRBOO NORTH,3871.0
CASTERTON SECONDARY COLLEGE,SECONDARY SCHOOL,141.3874,-37.588,POINT (2181049.1283581643 2428609.619848689),CASTERTON,3311.0
TALLANGATTA SECONDARY COLLEGE,SECONDARY SCHOOL,147.1726,-36.22,POINT (2695320.7750245957 2584268.709942352),TALLANGATTA,3700.0
BROADMEADOWS TECHNICAL SCHOOL,SECONDARY SCHOOL,144.9287,-37.668,POINT (2493715.2557416144 2425850.000364585),DALLAS,3047.0
CHARLTON SECONDARY COLLEGE,SECONDARY SCHOOL,143.359,-36.269,POINT (2352566.96714628 2579775.6327226106),CHARLTON,3525.0
MYRTLEFORD SECONDARY COLLEGE,SECONDARY SCHOOL,146.7262,-36.548,POINT (2654533.447091791 2548669.6808851063),MYRTLEFORD,3737.0
PORTLAND TECHNICAL SCHOOL,SECONDARY SCHOOL,141.5948,-38.358,POINT (2202402.8470144267 2343869.8841262814),PORTLAND,3305.0
PAKENHAM SECONDARY COLLEGE,SECONDARY SCHOOL,145.471,-38.069,POINT (2541331.0267996634 2381263.0692984434),PAKENHAM,3810.0
PARKWOOD HIGH SCHOOL,SECONDARY SCHOOL,145.2387,-37.784,POINT (2521030.9793948024 2412970.7795586474),RINGWOOD NORTH,3114.0
SEYMOUR COLLEGE - LOCO STREET CAMPUS,SECONDARY SCHOOL,145.1415,-37.029,POINT (2512590.9811116313 2496678.4513025656),SEYMOUR,3660.0
COLAC TECHNICAL SCHOOL,SECONDARY SCHOOL,143.592,-38.349,POINT (2376917.2452203487 2349371.710794272),COLAC,3250.0
COBDEN TECHNICAL SCHOOL,SECONDARY SCHOOL,143.0636,-38.324,POINT (2330665.417520367 2351331.723832881),COBDEN,3266.0
ROSANNA EAST HIGH SCHOOL,SECONDARY SCHOOL,145.087,-37.741,POINT (2507671.126824158 2417667.2212009076),VIEWBANK,3084.0
ROSEBUD SECONDARY COLLEGE,SECONDARY SCHOOL,144.8874,-38.367,POINT (2490162.7032057764 2348210.007682778),ROSEBUD,3940.0
HAILEYBURY BERWICK COLLEGE,SECONDARY SCHOOL,145.3643,-38.042,POINT (2531984.3944726074 2384217.840982983),BERWICK,3807.0
WILLIAM RUTHVEN SECONDARY COLLEGE - RADFORD ROAD CAMPUS,SECONDARY SCHOOL,144.9813,-37.71,POINT (2498359.14474764 2421210.9346080218),RESERVOIR,3060.0
ALTONA COLLEGE,SECONDARY SCHOOL,144.8169,-37.861,POINT (2483892.7506990936 2404364.583899116),ALTONA,3018.0
TWO RIVERS COLLEGE A KOORIE PATHWAYS SCHOOL,SECONDARY SCHOOL,142.1389,-34.222,POINT (2236143.3018172104 2804276.313351445),MILDURA,3501.0
MERBEIN P-10 COLLEGE - PASCHENDALE AVENUE CAMPUS,SECONDARY SCHOOL,142.0202,-34.158,POINT (2224983.416559351 2811094.9002555143),MERBEIN,3505.0
VICTORIA UNIVERSITY SECONDARY COLLEGE - BRIMBANK CAMPUS,SECONDARY SCHOOL,144.7856,-37.74,POINT (2481106.4135565134 2417849.2262708377),ST ALBANS,3021.0
EDENHOPE COLLEGE,SECONDARY SCHOOL,141.3012,-37.033,POINT (2171045.926016498 2489896.125970712),EDENHOPE,3318.0
RINGWOOD HIGH SCHOOL,SECONDARY SCHOOL,145.2391,-37.816,POINT (2521056.2421128144 2409352.540393384),RINGWOOD,3135.0
RICHMOND TECHNICAL COLLEGE,SECONDARY SCHOOL,145.0004,-37.817,POINT (2500036.978136458 2409327.934086227),RICHMOND,3121.0
SUNBURY POST PRIMARY SCHOOL,SECONDARY SCHOOL,144.7044,-37.584,POINT (2473901.3543738327 2435152.9611328337),SUNBURY,3429.0
SUNBURY SECONDARY COLLEGE,SECONDARY SCHOOL,144.7286,-37.574,POINT (2476033.7820412107 2436239.123896066),SUNBURY,3429.0
Sunshine College - Senior Campus,SECONDARY SCHOOL,144.8292,-37.79,POINT (2484963.538609226 2412268.9198188707),SUNSHINE,3022.0
TEMPLESTOWE TECHNICAL SCHOOL,SECONDARY SCHOOL,145.1137,-37.779,POINT (2510021.0921071535 2413515.0177824823),DONCASTER,3108.0
YARRAM SECONDARY COLLEGE,SECONDARY SCHOOL,146.6854,-38.566,POINT (2646916.854084042 2324825.7299339036),YARRAM,3971.0
OUYEN SECONDARY COLLEGE,SECONDARY SCHOOL,142.3259,-35.062,POINT (2256011.6426962726 2711521.083144769),OUYEN,3490.0
BEAUFORT SECONDARY COLLEGE,SECONDARY SCHOOL,143.3824,-37.438,POINT (2356878.8338531214 2450087.7939418163),BEAUFORT,3373.0
SUNSHINE TECHNICAL SCHOOL,SECONDARY SCHOOL,144.8287,-37.79,POINT (2484917.784684625 2412243.310785111),SUNSHINE,3022.0
LILYDALE HEIGHTS SECONDARY COLLEGE,SECONDARY SCHOOL,145.3414,-37.745,POINT (2530087.987190983 2417181.7190094814),LILYDALE,3140.0
LILYDALE HIGH SCHOOL,SECONDARY SCHOOL,145.3439,-37.76,POINT (2530303.2228439585 2415529.4841031367),LILYDALE,3140.0
YEA HIGH SCHOOL,SECONDARY SCHOOL,145.4085,-37.215,POINT (2536256.8187052803 2476064.0320517328),YEA,3717.0
MURRUMBEENA HIGH SCHOOL,SECONDARY SCHOOL,145.0618,-37.904,POINT (2505435.817772798 2399645.6680376427),MURRUMBEENA,3163.0
WONTHAGGI SECONDARY COLLEGE DUDLEY CAMPUS,SECONDARY SCHOOL,145.592,-38.607,POINT (2551584.8515024143 2321407.9682566794),WONTHAGGI,3995.0
BELLARINE SECONDARY COLLEGE OCEAN GROVE CAMPUS,SECONDARY SCHOOL,144.5334,-38.258,POINT (2459165.306697484 2360203.048790413),OCEAN GROVE,3226.0
HAMILTON COLLEGE,SECONDARY SCHOOL,142.0237,-37.736,POINT (2237718.9436317217 2414137.672860698),HAMILTON,3300.0
ARARAT SECONDARY COLLEGE,SECONDARY SCHOOL,142.9219,-37.286,POINT (2315765.60112257 2466253.489214059),ARARAT,3377.0
ARARAT SECONDARY COLLEGE SENIOR SCHOOL CAMPUS,SECONDARY SCHOOL,142.9223,-37.292,POINT (2315817.323034431 2465549.806304887),ARARAT,3377.0
EUMEMMERRING SECONDARY COLLEGE,SECONDARY SCHOOL,145.2609,-38.001,POINT (2522922.025145399 2388825.1721788663),HALLAM,3803.0
BAIMBRIDGE COLLEGE,SECONDARY SCHOOL,142.0146,-37.733,POINT (2236902.515990352 2414498.514344356),HAMILTON,3300.0
BALLARAT COLLEGE,SECONDARY SCHOOL,143.8329,-37.561,POINT (2396898.093747665 2437088.431870863),LAKE WENDOUREE,3350.0
BALLARAT EAST HIGH SCHOOL,SECONDARY SCHOOL,143.8926,-37.559,POINT (2402171.6263145134 2437398.9254678916),BALLARAT EAST,3350.0
BALLARAT GIRLS HIGH SCHOOL,SECONDARY SCHOOL,143.8648,-37.566,POINT (2399727.8214245858 2436506.683644505),BAKERY HILL,3350.0
BALMORAL HIGH SCHOOL,SECONDARY SCHOOL,141.8315,-37.242,POINT (2218957.841880701 2468461.8018662874),BALMORAL,3407.0
WANGARATTA SECONDARY COLLEGE,SECONDARY SCHOOL,146.3201,-36.354,POINT (2618479.334845364 2570793.574385477),WANGARATTA,3676.0
WANTIRNA HIGH SCHOOL,SECONDARY SCHOOL,145.2299,-37.857,POINT (2520236.9901986085 2404805.1333514927),WANTIRNA,3152.0
WARRAGUL SECONDARY COLLEGE,SECONDARY SCHOOL,145.9223,-38.165,POINT (2580835.168719067 2370303.003648673),WARRAGUL,3820.0
WARRANDYTE HIGH SCHOOL,SECONDARY SCHOOL,145.1842,-37.748,POINT (2516234.549231392 2416948.0519757997),WARRANDYTE,3113.0
WATERDALE HIGH SCHOOL,SECONDARY SCHOOL,145.0504,-37.733,POINT (2504444.195558587 2418637.329717409),HEIDELBERG WEST,3081.0
LAKEVIEW SENIOR COLLEGE,SECONDARY SCHOOL,144.7402,-37.731,POINT (2477106.7339476757 2418847.0027536154),CAROLINE SPRINGS,3023.0
WESLEY COLLEGE - ST KILDA ROAD JUNIOR CAMPUS,SECONDARY SCHOOL,144.9826,-37.853,POINT (2498475.7872656323 2405250.0867253477),MELBOURNE,3004.0
ISLAMIC COLLEGE OF MELBOURNE,SECONDARY SCHOOL,144.6603,-37.854,POINT (2470112.678507777 2405151.4092127364),TARNEIT,3029.0
MOUNT ELIZA SECONDARY COLLEGE,SECONDARY SCHOOL,145.0935,-38.189,POINT (2508195.154852952 2367963.1501520313),MOUNT ELIZA,3930.0
